__ID__,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
3588,9.5,0.5,2.85,0.99784,114.0,21.0,0.042,17.5,0.71,0.19,6.8
3589,9.5,0.5,2.85,0.99784,114.0,21.0,0.042,17.5,0.71,0.19,6.8
3590,12.0,0.68,3.18,0.99006,107.0,37.0,0.037000000000000005,1.5,0.35,0.19,6.6
3591,10.8,0.45,3.31,0.99211,186.0,28.0,0.053,1.3,0.36,0.28,6.4
3592,10.7,0.44,3.35,0.9920200000000001,158.0,52.0,0.043,3.9,0.27,0.28,5.6
3593,10.7,0.44,3.35,0.992,158.0,52.0,0.044000000000000004,4.2,0.28,0.28,5.6
3594,10.7,0.44,3.12,0.9933200000000001,107.0,37.0,0.049,7.6,0.32,0.19,6.8
3595,12.1,0.4,3.12,0.9895799999999999,123.0,40.0,0.031,1.0,0.29,0.16,7.2
3596,11.9,0.52,3.0,0.98939,108.0,55.0,0.034,1.1,0.28,0.17,6.6
3597,10.8,0.37,3.18,0.99492,137.0,54.0,0.042,11.8,0.28,0.19,6.6
3598,12.3,0.56,3.59,0.9904299999999999,169.0,65.0,0.033,1.4,0.24,0.2,5.8
3599,9.4,0.57,3.3,0.99787,226.0,49.0,0.053,9.7,0.38,0.39,6.6
3600,9.9,0.35,3.2,0.99654,88.0,32.0,0.049,12.9,0.3,0.12,6.8
3601,10.4,0.61,3.35,0.9930399999999999,140.0,29.0,0.039,1.6,0.24,0.295,6.6
3602,10.4,0.6,3.35,0.9952,137.0,28.0,0.038,7.2,0.24,0.26,6.6
3603,12.6,0.6,3.15,0.99165,122.0,37.0,0.027000000000000003,7.1,0.27,0.32,7.0
3604,12.5,0.36,2.93,0.9892,69.0,31.0,0.017,1.9,0.23,0.36,7.4
3605,9.4,0.47,3.04,0.9962799999999999,167.0,35.0,0.055999999999999994,8.8,0.48,0.35,6.7
3606,9.2,0.6,3.11,0.9960399999999999,151.0,41.0,0.047,7.2,0.24,0.38,6.4
3607,11.2,0.54,3.27,0.99164,90.0,30.0,0.047,1.4,0.18,0.14,6.8
3608,9.2,0.46,2.91,0.998,149.0,27.0,0.044000000000000004,14.3,0.25,0.16,7.0
3609,9.2,0.46,2.91,0.998,149.0,27.0,0.044000000000000004,14.3,0.25,0.16,7.0
3610,9.4,0.47,3.04,0.9962799999999999,167.0,35.0,0.055999999999999994,8.8,0.48,0.35,6.7
3611,11.2,0.54,3.27,0.99164,90.0,30.0,0.047,1.4,0.18,0.14,6.8
3612,10.8,0.55,3.27,0.99226,114.0,31.0,0.046,1.8,0.18,0.16,6.8
3613,9.2,0.46,2.91,0.998,149.0,27.0,0.044000000000000004,14.3,0.25,0.16,7.0
3614,9.2,0.6,3.11,0.9960399999999999,151.0,41.0,0.047,7.2,0.24,0.38,6.4
3615,12.5,0.36,2.96,0.9891399999999999,95.0,11.0,0.037000000000000005,1.2,0.3,0.24,7.2
3616,9.3,0.54,3.0,0.9979399999999999,188.0,66.0,0.040999999999999995,11.8,0.61,0.32,7.7
3617,11.4,0.5,3.21,0.9904799999999999,117.0,20.0,0.040999999999999995,0.9,0.33,0.29,7.0
3618,10.0,0.56,3.04,0.99726,118.0,48.0,0.044000000000000004,12.6,0.24,0.27,7.1
3619,10.6,0.42,3.06,1.00295,122.0,27.0,0.031,26.05,0.28,0.45,6.8
3620,10.7,0.75,3.07,0.9927799999999999,168.0,108.0,0.04,4.7,0.26,0.2,6.3
3621,10.0,0.56,3.04,0.99726,118.0,48.0,0.044000000000000004,12.6,0.24,0.27,7.1
3622,12.5,0.36,2.96,0.9891399999999999,95.0,11.0,0.037000000000000005,1.2,0.3,0.24,7.2
3623,10.6,0.42,3.06,1.00295,122.0,27.0,0.031,26.05,0.28,0.45,6.8
3624,12.8,0.27,3.19,0.99054,93.0,12.0,0.028999999999999998,6.1,0.28,0.36,6.6
3625,9.3,0.54,3.0,0.9979399999999999,188.0,66.0,0.040999999999999995,11.8,0.61,0.32,7.7
3626,11.4,0.5,3.21,0.9904799999999999,117.0,20.0,0.040999999999999995,0.9,0.33,0.29,7.0
3627,9.5,0.43,3.24,0.99459,183.0,61.0,0.11699999999999999,5.6,0.2,0.37,6.4
3628,9.5,0.43,3.24,0.99459,181.0,57.0,0.11699999999999999,5.3,0.2,0.38,6.4
3629,9.5,0.43,3.24,0.9946,172.0,61.0,0.11800000000000001,5.7,0.2,0.36,6.4
3630,10.8,0.38,3.06,0.9936200000000001,124.0,21.0,0.036000000000000004,8.0,0.25,0.3,6.6
3631,10.8,0.38,3.06,0.9936200000000001,124.0,21.0,0.036000000000000004,8.0,0.25,0.3,6.6
3632,8.8,0.47,3.2,0.99966,125.0,34.0,0.045,17.6,0.51,0.21,6.5
3633,10.8,0.38,3.06,0.9936200000000001,124.0,21.0,0.036000000000000004,8.0,0.25,0.3,6.6
3634,11.0,0.38,3.08,0.9944200000000001,156.0,57.0,0.021,8.8,0.27,0.31,7.6
3635,12.4,0.38,3.29,0.98918,96.0,33.0,0.02,1.5,0.0,0.58,5.8
3636,11.3,0.75,3.25,0.9908899999999999,66.0,12.0,0.02,1.4,0.39,0.26,6.5
3637,11.2,0.49,3.12,0.99474,127.0,23.0,0.018000000000000002,4.8,0.34,0.3,8.7
3638,12.5,0.66,3.24,0.99008,89.0,34.0,0.013999999999999999,2.4,0.32,0.29,6.4
3639,10.0,0.44,3.12,0.9934799999999999,99.0,32.0,0.017,3.7,0.32,0.13,6.7
3640,11.0,0.56,3.12,0.9928299999999999,130.0,42.0,0.047,4.9,0.33,0.19,6.8
3641,10.5,0.88,3.16,0.99398,152.0,56.0,0.052000000000000005,5.7,0.4,0.25,6.0
3642,10.5,0.88,3.16,0.99398,152.0,56.0,0.052000000000000005,5.7,0.4,0.25,6.0
3643,11.0,0.56,3.12,0.9928299999999999,130.0,42.0,0.047,4.9,0.33,0.19,6.8
3644,11.4,0.54,3.12,0.9908,133.0,30.0,0.046,2.0,0.23,0.24,6.4
3645,11.3,0.44,3.16,0.99165,139.0,50.0,0.039,5.1,0.28,0.18,5.9
3646,12.2,0.52,2.97,0.9907600000000001,73.0,10.0,0.031,4.5,0.22,0.33,7.2
3647,12.6,0.66,2.9,0.9894200000000001,95.0,31.0,0.037000000000000005,3.2,0.24,0.29,6.4
3648,11.1,0.37,2.9,0.99244,138.0,30.0,0.032,6.65,0.25,0.31,7.3
3649,12.3,0.47,3.26,0.9905799999999999,126.0,34.0,0.035,1.6,0.37,0.29,7.0
3650,10.4,0.59,2.92,0.99255,122.0,6.0,0.037000000000000005,4.0,0.6,0.19,6.9
3651,8.8,0.48,3.13,0.99916,190.0,51.0,0.06,17.75,0.17,0.32,6.3
3652,9.5,0.61,3.27,0.99306,109.0,17.0,0.036000000000000004,1.4,0.33,0.085,6.6
3653,8.8,0.48,3.13,0.99916,190.0,51.0,0.06,17.75,0.17,0.32,6.3
3654,10.4,0.44,3.42,0.99498,109.0,17.0,0.047,7.2,0.32,0.18,6.8
3655,13.0,0.27,3.11,0.99,130.0,27.0,0.038,5.7,0.26,0.52,6.8
3656,12.2,0.46,3.16,0.9933799999999999,191.0,25.0,0.03,8.5,0.28,0.28,7.1
3657,10.5,0.34,3.03,0.99456,128.0,49.0,0.035,11.4,0.47,0.15,5.7
3658,10.8,0.42,3.33,0.9926,149.0,41.0,0.043,5.4,0.3,0.275,5.8
3659,13.2,0.53,3.2,0.98856,128.0,34.0,0.036000000000000004,2.7,0.16,0.53,5.4
3660,13.0,0.57,3.16,0.98946,115.0,46.0,0.032,4.3,0.28,0.32,5.8
3661,10.0,0.47,3.5,0.99346,152.0,26.0,0.049,1.2,0.39,0.22,6.7
3662,10.4,0.48,3.42,0.9926799999999999,76.0,11.0,0.05,1.8,0.12,0.6,6.1
3663,12.4,0.54,3.16,0.98944,145.0,59.0,0.034,1.3,0.31,0.26,6.5
3664,12.9,0.34,3.27,0.9897600000000001,155.0,54.0,0.035,5.7,0.54,0.29,5.0
3665,13.2,0.53,3.2,0.98856,128.0,34.0,0.036000000000000004,2.7,0.16,0.53,5.4
3666,10.5,0.56,3.02,0.99523,152.0,61.0,0.038,11.7,0.26,0.21,6.8
3667,13.0,0.57,3.16,0.98946,115.0,46.0,0.032,4.3,0.28,0.32,5.8
3668,11.2,0.36,3.07,0.9940200000000001,82.0,2.0,0.03,11.0,0.26,0.27,6.5
3669,12.7,0.55,3.41,0.98916,102.0,41.0,0.028999999999999998,1.6,0.32,0.37,5.9
3670,9.4,0.52,3.14,0.99655,155.0,61.0,0.044000000000000004,11.6,0.18,0.21,6.2
3671,12.9,0.32,3.03,0.9907100000000001,95.0,29.0,0.025,6.2,0.29,0.3,6.8
3672,13.0,0.35,2.96,0.9888899999999999,74.0,26.0,0.032,1.8,0.29,0.41,7.3
3673,13.6,0.4,3.31,0.9874200000000001,93.0,25.0,0.028999999999999998,1.2,0.3,0.3,5.4
3674,9.1,0.55,3.32,0.99336,112.0,26.0,0.053,1.0,0.2,0.34,6.6
3675,10.4,0.43,3.25,0.992,166.0,42.0,0.049,2.4,0.19,0.25,5.6
3676,13.6,0.4,3.31,0.9874200000000001,93.0,25.0,0.028999999999999998,1.2,0.3,0.3,5.3
3677,12.2,0.44,3.28,0.99275,169.0,29.0,0.032,8.2,0.58,0.58,6.9
3678,8.7,0.51,3.1,1.00044,111.0,19.0,0.085,18.8,0.25,0.23,7.2
3679,10.5,0.37,3.04,0.99444,105.0,19.0,0.037000000000000005,9.6,0.27,0.2,7.1
3680,10.2,0.78,3.24,0.9974200000000001,183.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
3681,12.5,0.34,3.06,0.9922799999999999,122.0,37.0,0.027000000000000003,9.2,0.26,0.22,7.0
3682,11.3,0.75,3.11,0.9905799999999999,122.0,39.0,0.051,1.2,0.44,0.16,6.4
3683,10.2,0.78,3.24,0.9974200000000001,183.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
3684,12.6,0.63,3.13,0.99164,122.0,33.0,0.027999999999999997,8.0,0.3,0.31,6.8
3685,10.2,0.78,3.24,0.9974200000000001,183.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
3686,9.8,0.5,3.09,0.9943799999999999,177.0,27.0,0.087,1.6,0.37,0.3,7.6
3687,10.8,0.34,3.15,0.9940200000000001,98.0,39.0,0.03,12.0,0.27,0.16,6.0
3688,12.5,0.56,3.32,0.9912799999999999,186.0,41.0,0.04,2.5,0.35,0.21,7.1
3689,12.5,0.34,3.06,0.9922799999999999,122.0,37.0,0.027000000000000003,9.2,0.26,0.22,7.0
3690,11.5,0.31,3.3,0.991,150.0,37.0,0.027000000000000003,4.4,0.24,0.21,5.6
3691,11.4,0.41,2.98,0.9931,112.0,23.0,0.027000000000000003,8.8,0.26,0.22,7.4
3692,10.5,0.37,3.04,0.99444,105.0,19.0,0.037000000000000005,9.6,0.27,0.2,7.1
3693,12.6,0.63,3.13,0.99164,122.0,33.0,0.027999999999999997,8.0,0.3,0.31,6.8
3694,8.7,0.51,3.1,1.00044,111.0,19.0,0.085,18.8,0.25,0.23,7.2
3695,11.0,0.68,3.17,0.9911200000000001,146.0,61.0,0.053,1.3,0.4,0.15,6.4
3696,11.3,0.75,3.11,0.9905799999999999,122.0,39.0,0.051,1.2,0.44,0.16,6.4
3697,10.2,0.78,3.24,0.9974200000000001,182.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
3698,11.6,0.74,3.06,0.98961,96.0,32.0,0.036000000000000004,1.2,0.34,0.22,6.3
3699,9.8,0.5,3.09,0.9943799999999999,177.0,27.0,0.087,1.6,0.37,0.3,7.6
3700,10.1,0.52,3.1,0.99344,145.0,24.0,0.076,1.5,0.27,0.3,7.0
3701,9.2,0.5,3.06,0.9990399999999999,139.0,23.0,0.05,18.15,0.22,0.26,6.6
3702,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
3703,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
3704,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
3705,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
3706,11.7,0.5,2.96,0.98949,79.0,45.0,0.037000000000000005,1.0,0.34,0.15,6.6
3707,12.6,0.44,3.23,0.9901399999999999,114.0,29.0,0.040999999999999995,1.6,0.43,0.34,6.7
3708,9.0,0.47,2.86,0.9978600000000001,183.0,61.0,0.08800000000000001,11.8,0.46,0.35,7.7
3709,10.1,0.44,3.12,0.99206,141.0,53.0,0.039,1.4,0.09,0.31,6.7
3710,13.6,0.34,3.3,0.9872200000000001,9.0,5.0,0.02,1.0,0.09,0.67,4.7
3711,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
3712,9.2,0.54,3.09,0.99666,159.0,57.0,0.045,10.6,0.18,0.2,6.3
3713,8.8,0.51,3.12,0.99754,190.0,45.0,0.049,10.4,0.23,0.28,6.6
3714,10.0,0.36,2.83,0.99272,95.0,34.0,0.027999999999999997,1.1,0.3,0.18,8.5
3715,9.1,0.48,3.47,0.9971200000000001,196.0,20.0,0.036000000000000004,7.4,0.38,0.35,6.5
3716,11.2,0.35,3.04,0.9910399999999999,182.0,29.0,0.040999999999999995,1.2,0.26,0.22,6.8
3717,9.2,0.52,3.11,0.9937299999999999,119.0,20.0,0.053,3.4,0.24,0.18,6.3
3718,9.2,0.5,3.06,0.9990399999999999,139.0,23.0,0.05,18.15,0.22,0.26,6.6
3719,9.5,0.48,3.18,0.9956,200.0,54.0,0.038,8.0,0.45,0.3,6.6
3720,11.9,0.6,3.35,0.99095,152.0,40.0,0.024,2.5,0.27,0.34,6.3
3721,9.8,0.62,3.11,0.99382,138.0,28.0,0.068,2.0,0.23,0.3,7.7
3722,9.8,0.62,3.11,0.99382,134.0,29.0,0.069,2.0,0.23,0.31,7.7
3723,10.8,0.44,3.36,0.9929899999999999,150.0,46.0,0.036000000000000004,6.9,0.28,0.265,5.7
3724,11.3,0.66,3.37,0.9904799999999999,122.0,29.0,0.051,1.2,0.33,0.255,5.4
3725,12.1,0.34,3.17,0.99254,121.0,13.0,0.027999999999999997,9.4,0.28,0.26,6.6
3726,11.3,0.34,3.38,0.9902,111.0,22.0,0.03,2.9,0.28,0.17,4.8
3727,10.8,0.44,3.36,0.9929899999999999,150.0,46.0,0.036000000000000004,6.9,0.28,0.265,5.7
3728,13.5,0.41,3.36,0.9901200000000001,75.0,21.0,0.027999999999999997,5.4,0.33,0.2,6.2
3729,10.3,0.45,3.28,0.99293,126.0,11.0,0.044000000000000004,1.3,0.41,0.28,7.5
3730,9.0,0.53,3.11,1.00022,184.0,58.0,0.035,20.8,0.2,0.22,6.2
3731,11.6,0.35,3.08,0.99382,166.0,51.0,0.040999999999999995,10.3,0.26,0.34,7.0
3732,10.3,0.45,3.28,0.99293,126.0,11.0,0.044000000000000004,1.3,0.41,0.28,7.5
3733,12.5,0.68,3.21,0.98954,116.0,39.0,0.028999999999999998,1.6,0.34,0.19,6.5
3734,8.6,0.45,3.39,0.99936,125.0,28.0,0.042,13.1,0.29,0.21,6.0
3735,13.4,0.33,3.19,0.9884,74.0,34.0,0.16,1.8,0.46,0.22,6.1
3736,12.7,0.79,3.22,0.99144,88.0,18.0,0.026000000000000002,8.0,0.48,0.32,6.5
3737,9.2,0.51,2.97,0.99324,120.0,65.0,0.16699999999999998,1.6,0.72,0.21,7.1
3738,10.2,0.35,3.32,0.99174,135.0,18.0,0.034,1.4,0.18,0.26,5.6
3739,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3740,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3741,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3742,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3743,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3744,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3745,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3746,11.9,0.4,3.02,0.9904299999999999,121.0,45.0,0.04,1.8,0.28,0.27,7.4
3747,9.0,0.42,2.89,0.99654,194.0,67.0,0.07,10.6,0.3,0.22,6.8
3748,9.0,0.51,3.3,0.9975799999999999,134.0,47.0,0.055,12.5,0.25,0.24,6.2
3749,11.0,0.59,3.43,0.99374,143.0,40.0,0.051,6.8,0.29,0.28,6.3
3750,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
3751,10.0,0.5,3.28,0.9924299999999999,108.0,10.0,0.039,2.9,0.23,0.17,5.5
3752,10.7,0.46,3.29,0.99216,184.0,25.0,0.04,1.4,0.34,0.26,6.5
3753,10.7,0.46,3.29,0.99215,183.0,24.0,0.042,1.4,0.33,0.27,6.6
3754,13.4,0.77,3.39,0.9895299999999999,130.0,29.0,0.026000000000000002,2.1,0.15,0.46,5.4
3755,11.0,0.39,2.99,0.9927799999999999,124.0,47.0,0.015,7.4,0.32,0.19,7.8
3756,10.0,0.5,3.28,0.9924299999999999,108.0,10.0,0.039,2.9,0.23,0.17,5.5
3757,10.7,0.46,3.29,0.99216,184.0,25.0,0.04,1.4,0.34,0.26,6.5
3758,10.7,0.46,3.29,0.99215,183.0,24.0,0.042,1.4,0.33,0.27,6.6
3759,11.0,0.39,2.99,0.9927799999999999,124.0,47.0,0.015,7.4,0.32,0.19,7.8
3760,11.0,0.39,2.99,0.9918600000000001,101.0,31.0,0.016,5.0,0.32,0.2,7.8
3761,11.1,0.37,3.16,0.99072,98.0,22.0,0.027999999999999997,2.5,0.28,0.17,6.1
3762,10.9,0.52,2.79,0.99244,40.0,10.0,0.025,6.1,0.35,0.2,7.4
3763,11.5,0.37,3.03,0.9908399999999999,80.0,22.0,0.017,2.7,0.24,0.39,6.7
3764,13.4,0.77,3.39,0.9895299999999999,130.0,29.0,0.026000000000000002,2.1,0.15,0.46,5.4
3765,9.4,0.49,3.08,0.99754,186.0,59.0,0.033,12.9,0.17,0.4,6.9
3766,9.4,0.49,3.08,0.99754,186.0,59.0,0.033,12.9,0.17,0.4,6.9
3767,9.4,0.49,3.08,0.99754,186.0,59.0,0.033,12.9,0.17,0.4,6.9
3768,10.6,0.38,3.17,0.99567,134.0,53.0,0.035,13.7,0.29,0.24,6.3
3769,9.4,0.49,3.08,0.99754,186.0,59.0,0.033,12.9,0.17,0.4,6.9
3770,12.0,0.65,3.03,0.9909399999999999,143.0,15.0,0.013999999999999999,2.4,0.31,0.27,7.4
3771,10.2,0.42,3.14,0.9953200000000001,125.0,61.0,0.042,9.8,0.28,0.27,6.1
3772,10.6,0.38,3.17,0.99567,134.0,53.0,0.035,13.7,0.29,0.24,6.3
3773,13.5,0.37,3.26,0.9874,100.0,65.0,0.009000000000000001,1.3,0.12,0.61,5.0
3774,9.7,0.58,3.31,0.9979399999999999,248.0,61.0,0.04,12.1,0.39,0.42,6.7
3775,12.2,0.32,3.24,0.9912200000000001,103.0,41.0,0.018000000000000002,6.1,0.28,0.33,6.5
3776,12.3,0.57,3.11,0.99226,135.0,29.0,0.04,7.7,0.31,0.33,6.9
3777,12.2,0.32,3.24,0.9912200000000001,103.0,41.0,0.018000000000000002,6.1,0.28,0.33,6.5
3778,11.4,0.57,3.42,0.9909899999999999,100.0,38.0,0.022000000000000002,1.4,0.3,0.15,6.3
3779,12.7,0.7,3.2,0.99134,97.0,31.0,0.022000000000000002,7.7,0.45,0.32,6.5
3780,9.7,0.58,3.31,0.9979399999999999,248.0,61.0,0.04,12.1,0.39,0.42,6.7
3781,10.8,0.29,3.13,0.9933799999999999,113.0,31.0,0.02,6.8,0.29,0.25,7.4
3782,11.0,0.29,3.08,0.9938,96.0,23.0,0.018000000000000002,9.2,0.3,0.27,7.6
3783,9.5,0.48,3.18,0.9955,196.0,52.0,0.05,8.3,0.45,0.27,6.4
3784,10.1,0.49,3.2,0.9977600000000001,140.0,29.0,0.064,17.4,0.27,0.25,6.5
3785,13.2,0.4,3.46,0.98964,100.0,11.0,0.027000000000000003,2.7,0.31,0.19,5.6
3786,8.8,0.34,3.02,0.99808,182.0,61.5,0.037000000000000005,12.8,0.48,0.29,7.4
3787,9.5,0.48,3.18,0.99551,201.0,54.0,0.043,8.2,0.44,0.34,6.4
3788,9.5,0.48,3.18,0.9954799999999999,202.0,53.0,0.044000000000000004,8.1,0.52,0.27,6.6
3789,9.5,0.47,3.16,0.99541,191.0,52.0,0.047,8.2,0.52,0.26,6.6
3790,9.5,0.48,3.18,0.9955,196.0,52.0,0.05,8.3,0.45,0.27,6.4
3791,9.5,0.47,3.18,0.99536,197.0,46.0,0.051,8.0,0.5,0.26,6.5
3792,10.4,0.58,3.03,0.99524,133.0,53.0,0.043,11.8,0.3,0.25,6.8
3793,9.9,0.55,3.14,0.9961,170.0,63.0,0.049,12.0,0.26,0.32,6.3
3794,10.0,0.48,3.22,0.99224,113.0,22.0,0.046,1.7,0.45,0.24,5.5
3795,10.1,0.49,3.2,0.9977600000000001,140.0,29.0,0.064,17.4,0.27,0.25,6.5
3796,9.4,0.39,3.17,0.99702,95.0,33.0,0.055999999999999994,13.9,0.29,0.13,6.6
3797,9.3,0.47,3.03,0.9965700000000001,91.0,13.0,0.098,10.7,0.21,0.39,7.0
3798,10.9,0.52,3.05,0.9917600000000001,138.0,21.0,0.057,2.0,0.39,0.21,7.9
3799,11.4,0.57,3.2,0.99166,177.0,21.0,0.042,2.2,0.28,0.3,7.0
3800,10.3,0.73,2.99,0.9924200000000001,49.0,7.0,0.036000000000000004,1.3,0.3,0.2,8.1
3801,11.0,0.51,3.02,0.9910899999999999,57.0,20.0,0.033,1.1,0.3,0.18,8.3
3802,10.9,0.52,3.05,0.9917600000000001,138.0,21.0,0.057,2.0,0.39,0.21,7.9
3803,10.8,0.4,2.99,0.9927799999999999,111.0,16.0,0.042,6.4,0.34,0.17,7.2
3804,10.3,0.73,2.99,0.9924200000000001,49.0,7.0,0.036000000000000004,1.3,0.3,0.2,8.1
3805,11.0,0.51,3.02,0.9910899999999999,57.0,20.0,0.033,1.1,0.3,0.18,8.3
3806,9.3,0.47,3.03,0.9965700000000001,91.0,13.0,0.098,10.7,0.21,0.39,7.0
3807,10.2,0.59,2.96,0.9935799999999999,113.0,7.0,0.040999999999999995,6.4,0.62,0.21,6.8
3808,10.2,0.59,2.96,0.9935799999999999,109.0,7.0,0.042,6.3,0.62,0.21,6.9
3809,10.8,0.4,2.99,0.9927799999999999,111.0,16.0,0.042,6.4,0.34,0.17,7.2
3810,10.5,0.52,3.24,0.99705,162.0,42.0,0.06,15.1,0.34,0.26,6.8
3811,11.1,0.52,3.13,0.9912,156.0,23.0,0.052000000000000005,2.0,0.38,0.28,7.2
3812,10.9,0.52,3.05,0.9917600000000001,138.0,21.0,0.057,2.0,0.39,0.21,7.9
3813,11.4,0.57,3.2,0.99166,177.0,21.0,0.042,2.2,0.28,0.3,7.0
3814,10.3,0.49,3.22,0.99677,149.0,31.0,0.049,12.1,0.28,0.34,7.4
3815,12.9,0.33,3.28,0.99172,106.0,18.0,0.042,8.8,0.32,0.43,6.3
3816,9.9,0.59,3.12,0.9953,131.0,28.0,0.045,8.8,0.3,0.41,6.8
3817,11.3,0.44,3.24,0.9918600000000001,131.0,43.0,0.036000000000000004,5.1,0.24,0.4,6.3
3818,11.5,0.4,3.38,0.9918799999999999,120.0,36.0,0.034,6.8,0.26,0.35,5.1
3819,11.5,0.4,3.38,0.9918799999999999,120.0,36.0,0.034,6.8,0.26,0.35,5.1
3820,10.7,0.38,3.0,0.9915799999999999,132.0,34.0,0.039,3.7,0.2,0.3,6.3
3821,10.4,0.56,3.03,0.9952200000000001,139.0,52.0,0.042,12.2,0.28,0.28,6.9
3822,12.5,0.64,3.17,0.9917600000000001,204.0,39.0,0.033,5.7,0.28,0.33,7.0
3823,9.5,0.48,3.19,0.9955799999999999,197.0,48.0,0.052000000000000005,8.1,0.49,0.26,6.7
3824,11.3,0.56,3.05,0.9911,104.0,31.0,0.042,2.5,0.3,0.24,7.3
3825,13.0,0.54,3.26,0.99016,88.0,12.0,0.034,4.0,0.21,0.46,6.7
3826,11.5,0.4,3.38,0.9918799999999999,120.0,36.0,0.034,6.8,0.26,0.35,5.1
3827,11.5,0.39,3.22,0.98956,99.0,13.0,0.053,1.0,0.18,0.23,5.1
3828,11.3,0.44,3.24,0.9918600000000001,131.0,43.0,0.036000000000000004,5.1,0.24,0.4,6.3
3829,13.2,0.57,3.15,0.9906200000000001,100.0,24.0,0.035,5.8,0.23,0.44,7.1
3830,11.5,0.28,3.46,0.99274,111.0,23.0,0.034,10.6,0.23,0.26,4.8
3831,9.6,0.44,2.83,0.993,130.0,30.0,0.086,3.5,0.19,0.31,6.8
3832,9.6,0.44,2.83,0.993,130.0,30.0,0.086,3.5,0.19,0.31,6.8
3833,9.7,0.37,3.15,0.9978,110.0,45.0,0.057999999999999996,16.4,0.29,0.15,7.0
3834,9.2,0.62,3.14,0.9946,142.0,49.0,0.052000000000000005,4.8,0.22,0.41,6.5
3835,8.4,0.48,3.16,0.99429,113.0,34.0,0.052000000000000005,3.3,0.23,0.31,6.2
3836,12.4,0.45,3.0,0.9900200000000001,103.0,41.0,0.05,1.2,0.33,0.27,8.0
3837,12.4,0.45,3.0,0.9900200000000001,103.0,41.0,0.05,1.2,0.33,0.27,8.0
3838,9.2,0.62,3.14,0.9946,142.0,49.0,0.052000000000000005,4.8,0.22,0.41,6.5
3839,8.4,0.48,3.16,0.99429,113.0,34.0,0.052000000000000005,3.3,0.23,0.31,6.2
3840,11.7,0.36,3.14,0.9909,84.0,24.0,0.027999999999999997,2.5,0.25,0.37,6.7
3841,11.0,0.56,2.96,0.9929399999999999,191.0,41.0,0.036000000000000004,8.7,0.5,0.21,6.6
3842,11.9,0.43,2.97,0.99044,109.0,36.0,0.032,1.6,0.31,0.26,7.5
3843,13.2,0.5,3.2,0.9895799999999999,100.0,46.0,0.027999999999999997,4.0,0.28,0.34,7.5
3844,11.7,0.36,3.14,0.9909,84.0,24.0,0.027999999999999997,2.5,0.25,0.37,6.7
3845,9.1,0.54,3.26,0.9986,176.0,36.0,0.055,16.2,0.23,0.32,6.4
3846,12.6,0.35,3.34,0.9926200000000001,109.0,20.0,0.023,9.0,0.32,0.24,6.7
3847,9.1,0.54,3.26,0.9986,176.0,36.0,0.055,16.2,0.23,0.32,6.4
3848,10.5,0.46,3.17,0.9921200000000001,90.0,23.0,0.19399999999999998,1.4,0.79,0.39,7.1
3849,10.6,0.64,3.23,0.9962799999999999,87.0,18.0,0.047,7.0,0.43,0.31,8.2
3850,12.6,0.35,3.34,0.9926200000000001,109.0,20.0,0.023,9.0,0.32,0.24,6.7
3851,13.7,0.33,3.41,0.98913,123.0,32.0,0.03,3.1,0.29,0.17,5.9
3852,12.0,0.49,3.36,0.99021,93.0,38.0,0.037000000000000005,1.5,0.23,0.2,5.9
3853,12.5,0.73,3.4,0.99198,120.0,26.0,0.031,4.6,0.26,0.32,6.6
3854,12.1,0.68,3.55,0.99226,110.0,40.0,0.03,4.8,0.27,0.12,5.9
3855,11.3,0.38,3.21,0.99159,137.0,68.0,0.032,4.6,0.29,0.18,5.9
3856,12.0,0.49,3.36,0.99021,93.0,38.0,0.037000000000000005,1.5,0.23,0.2,5.9
3857,10.3,0.55,3.46,0.99224,104.0,28.0,0.049,2.7,0.27,0.17,5.4
