__ID__,酒精,硫酸盐,PH,密度,总二氧化硫,游离二氧化硫,氯化物,残糖,柠檬酸,挥发性酸度,固定酸度
861,11.5,0.6,3.66,0.9935700000000001,88.0,15.0,0.039,2.0,0.66,1.01,5.8
862,10.4,0.44,3.24,0.9962799999999999,25.0,7.0,0.067,2.7,0.32,0.42,7.5
863,9.7,0.53,3.51,0.99746,84.0,17.0,0.078,2.5,0.06,0.62,7.2
864,9.5,0.54,3.51,0.99746,85.0,15.0,0.077,2.7,0.06,0.62,7.2
865,9.7,0.54,3.51,0.9974799999999999,86.0,16.0,0.077,2.6,0.07,0.635,7.2
866,11.3,0.83,3.41,0.9943799999999999,24.0,13.0,0.071,2.3,0.22,0.49,6.8
867,11.2,0.84,3.4,0.9943799999999999,22.0,13.0,0.07200000000000001,2.0,0.23,0.51,6.9
868,11.2,0.82,3.4,0.9943799999999999,24.0,15.0,0.07400000000000001,1.8,0.22,0.56,6.8
869,10.9,0.64,3.44,0.9957799999999999,43.0,27.0,0.08,2.0,0.03,0.63,7.6
870,11.8,0.57,3.41,0.99371,43.0,31.0,0.064,2.1,0.01,0.715,7.7
871,10.6,0.57,3.53,0.9952200000000001,46.0,36.0,0.086,1.5,0.03,0.56,6.9
872,10.0,0.54,3.43,0.9957600000000001,48.0,28.0,0.067,2.0,0.24,0.35,7.3
873,11.1,0.58,3.23,0.9955200000000001,10.0,6.0,0.067,1.6,0.37,0.21,9.1
874,11.8,0.65,3.12,0.99664,10.0,6.0,0.10400000000000001,2.1,0.46,0.38,10.4
875,11.8,0.79,3.31,0.9961399999999999,16.0,7.0,0.109,2.8,0.4,0.31,8.8
876,10.9,0.58,3.4,0.9951700000000001,14.0,7.0,0.067,2.2,0.0,0.47,7.1
877,11.8,0.57,3.41,0.99371,43.0,31.0,0.064,2.1,0.01,0.715,7.7
878,10.0,0.5,3.22,0.99787,69.0,30.0,0.094,4.0,0.19,0.61,8.8
879,9.5,0.55,3.53,0.99745,88.0,18.0,0.076,2.5,0.04,0.6,7.2
880,9.9,0.49,3.15,0.9957600000000001,21.0,10.0,0.078,1.6,0.18,0.56,9.2
881,11.4,0.65,3.48,0.9953299999999999,35.0,30.0,0.068,2.1,0.0,0.715,7.6
882,12.0,0.78,3.22,0.99536,26.0,14.0,0.19399999999999998,3.1,0.29,0.31,8.4
883,9.5,0.55,3.53,0.99745,88.0,18.0,0.076,2.5,0.04,0.6,7.2
884,10.0,0.5,3.22,0.99787,69.0,30.0,0.094,4.0,0.19,0.61,8.8
885,10.5,0.64,3.34,0.99824,30.0,9.0,0.086,2.5,0.14,0.75,8.9
886,10.4,0.65,3.33,0.99836,28.0,8.0,0.083,2.4,0.12,0.8,9.0
887,12.1,0.79,3.15,0.99577,56.0,29.0,0.066,2.6,0.38,0.52,10.7
888,11.2,0.56,3.43,0.9949100000000001,64.0,32.0,0.07200000000000001,2.5,0.0,0.57,6.8
889,9.3,0.68,3.22,1.00289,99.0,23.0,0.11199999999999999,6.6,0.34,0.9,10.7
890,10.1,0.58,3.44,0.9957600000000001,52.0,30.0,0.071,2.0,0.24,0.34,7.2
891,9.7,0.57,3.53,0.9974299999999999,86.0,16.0,0.078,2.3,0.03,0.66,7.2
892,9.3,0.65,3.22,0.99774,18.0,10.0,0.08199999999999999,1.9,0.23,0.45,10.1
893,9.7,0.57,3.53,0.9974299999999999,86.0,16.0,0.078,2.3,0.03,0.66,7.2
894,9.8,0.58,3.53,0.99745,88.0,17.0,0.08,2.2,0.03,0.63,7.2
895,10.7,0.58,3.42,0.9955,43.0,27.0,0.08,2.3,0.01,0.59,7.1
896,12.5,0.77,3.31,0.99444,43.0,17.0,0.078,2.4,0.39,0.31,8.3
897,10.7,0.58,3.42,0.9955,43.0,27.0,0.08,2.3,0.01,0.59,7.1
898,12.5,0.77,3.31,0.99444,43.0,17.0,0.078,2.4,0.39,0.31,8.3
899,11.0,0.49,3.48,0.99892,11.0,6.0,0.084,3.4,0.02,1.02,8.3
900,11.8,0.69,3.4,0.9956200000000001,39.0,10.0,0.055999999999999994,2.6,0.36,0.31,8.9
901,10.8,0.69,3.58,0.99736,33.0,16.0,0.08,2.4,0.1,0.635,7.4
902,10.8,0.69,3.58,0.99736,33.0,16.0,0.08,2.4,0.1,0.635,7.4
903,10.8,0.59,3.41,0.9962,18.0,11.0,0.06,6.0,0.06,0.59,6.8
904,10.8,0.59,3.41,0.9962,18.0,11.0,0.06,6.0,0.06,0.59,6.8
905,9.5,0.59,3.23,0.998,115.0,15.0,0.081,3.0,0.2,0.58,9.2
906,11.0,0.71,3.39,0.9964,78.0,12.0,0.084,2.6,0.27,0.54,7.2
907,11.5,0.54,3.59,0.9948,9.0,6.0,0.079,2.2,0.0,0.56,6.1
908,10.8,0.59,3.43,0.9952799999999999,61.0,34.0,0.078,2.4,0.13,0.52,7.4
909,11.5,0.52,3.29,0.99331,11.0,7.0,0.059000000000000004,1.2,0.39,0.305,7.3
910,13.2,0.57,3.23,0.99577,11.0,3.0,0.132,3.8,0.48,0.38,9.3
911,10.9,0.6,3.18,0.9990100000000001,9.0,3.0,0.114,9.0,0.46,0.28,9.1
912,12.2,0.62,3.33,0.99674,8.0,4.0,0.065,2.9,0.44,0.46,10.0
913,12.2,0.64,3.27,0.99639,10.0,3.0,0.094,4.6,0.46,0.395,9.4
914,11.5,0.52,3.29,0.99331,11.0,7.0,0.059000000000000004,1.2,0.39,0.305,7.3
915,11.9,0.67,3.27,0.9951200000000001,6.0,3.0,0.079,2.2,0.4,0.315,8.6
916,11.0,0.61,3.62,0.99395,62.0,7.0,0.161,1.5,0.19,0.715,5.3
917,10.1,0.64,3.38,0.99824,45.0,26.0,0.084,8.8,0.31,0.41,6.8
918,11.0,0.72,3.3,0.9964,79.0,32.0,0.081,2.2,0.32,0.36,8.4
919,11.8,0.89,3.38,0.9950399999999999,46.0,38.0,0.07200000000000001,1.8,0.12,0.62,8.4
920,10.5,0.56,3.24,0.9978600000000001,23.0,10.0,0.091,2.3,0.37,0.41,9.6
921,11.0,0.72,3.3,0.9964,79.0,32.0,0.081,2.2,0.32,0.36,8.4
922,11.8,0.89,3.38,0.9950399999999999,46.0,38.0,0.07200000000000001,1.8,0.12,0.62,8.4
923,10.1,0.64,3.38,0.99824,45.0,26.0,0.084,8.8,0.31,0.41,6.8
924,11.2,0.8,3.18,0.99516,28.0,14.0,0.055,2.3,0.27,0.47,8.6
925,11.0,0.87,3.47,0.9960399999999999,77.0,53.0,0.064,1.9,0.36,0.22,8.6
926,10.2,0.9,3.47,0.9978600000000001,73.0,52.0,0.061,2.3,0.33,0.24,9.4
927,9.2,0.59,3.2,0.99736,75.0,11.0,0.09300000000000001,2.2,0.19,0.67,8.4
928,11.2,0.8,3.18,0.99516,28.0,14.0,0.055,2.3,0.27,0.47,8.6
929,12.0,0.73,3.3,0.9946799999999999,19.0,10.0,0.063,3.3,0.38,0.33,8.7
930,10.5,0.73,3.69,0.99746,25.0,8.0,0.08,1.9,0.01,0.61,6.6
931,9.8,0.65,3.48,0.9974799999999999,38.0,13.0,0.07400000000000001,2.0,0.01,0.61,7.4
932,9.5,0.59,3.45,0.9971,66.0,29.0,0.078,1.9,0.29,0.4,7.6
933,9.8,0.65,3.48,0.9974799999999999,38.0,13.0,0.07400000000000001,2.0,0.01,0.61,7.4
934,10.5,0.73,3.69,0.99746,25.0,8.0,0.08,1.9,0.01,0.61,6.6
935,11.8,0.72,3.39,0.9954299999999999,72.0,19.0,0.06,2.3,0.38,0.3,8.8
936,11.8,0.72,3.39,0.9954299999999999,72.0,19.0,0.06,2.3,0.38,0.3,8.8
937,10.4,0.6,3.07,0.9979100000000001,26.0,6.0,0.071,1.4,0.5,0.63,12.0
938,12.9,0.72,3.34,0.99356,42.0,23.0,0.068,2.8,0.38,0.38,7.2
939,11.4,0.54,3.61,0.99425,11.0,7.0,0.073,1.6,0.17,0.46,6.2
940,12.4,0.76,3.36,0.9950899999999999,25.0,13.0,0.07400000000000001,2.2,0.52,0.33,9.6
941,12.5,0.52,3.19,0.99484,17.0,9.0,0.08199999999999999,5.0,0.49,0.27,9.9
942,10.0,0.64,3.22,0.99834,52.0,13.0,0.092,2.6,0.4,0.43,10.1
943,9.7,0.6,3.24,0.99864,45.0,10.0,0.094,2.3,0.34,0.5,9.8
944,12.1,0.64,3.27,0.99498,24.0,11.0,0.09,3.8,0.49,0.3,8.3
945,11.1,0.79,3.14,0.99566,20.0,7.0,0.071,2.0,0.42,0.44,10.2
946,12.0,0.99,3.29,0.99745,24.0,11.0,0.092,4.1,0.58,0.44,10.2
947,12.4,0.62,3.26,0.99408,12.0,6.0,0.09300000000000001,2.1,0.48,0.28,8.3
948,11.9,0.76,3.41,0.9955200000000001,21.0,10.0,0.075,1.8,0.45,0.12,8.9
949,11.9,0.76,3.41,0.9955200000000001,21.0,10.0,0.075,1.8,0.45,0.12,8.9
950,11.9,0.76,3.41,0.9955200000000001,21.0,10.0,0.075,1.8,0.45,0.12,8.9
951,12.4,0.62,3.26,0.99408,12.0,6.0,0.09300000000000001,2.1,0.48,0.28,8.3
952,11.2,0.68,3.31,0.99536,10.0,6.0,0.057999999999999996,2.2,0.4,0.31,8.2
953,12.1,0.69,3.2,0.9945799999999999,9.0,5.0,0.052000000000000005,2.1,0.48,0.34,10.2
954,12.2,0.54,3.44,0.9953799999999999,11.0,6.0,0.08199999999999999,2.7,0.4,0.43,7.6
955,10.4,0.67,3.36,0.9964799999999999,23.0,9.0,0.09,1.9,0.52,0.21,8.5
956,11.3,0.62,3.31,0.9956799999999999,10.0,5.0,0.111,2.1,0.52,0.36,9.0
957,11.1,0.58,3.29,0.99613,51.0,12.0,0.08800000000000001,2.0,0.52,0.37,9.5
958,11.3,0.71,3.47,0.99519,36.0,25.0,0.12,2.3,0.12,0.57,6.4
959,10.0,0.61,3.36,0.99735,32.0,12.0,0.08900000000000001,2.0,0.05,0.59,8.0
960,11.1,0.85,3.16,0.99518,38.0,18.0,0.057999999999999996,1.9,0.27,0.47,8.5
961,9.3,0.62,3.27,0.99592,18.0,7.0,0.078,1.6,0.14,0.56,7.1
962,9.5,0.69,3.38,0.99654,16.0,6.0,0.115,2.1,0.02,0.57,6.6
963,11.2,0.69,3.15,0.99546,27.0,20.0,0.1,2.0,0.39,0.27,8.8
964,11.1,0.85,3.16,0.99518,38.0,18.0,0.057999999999999996,1.9,0.27,0.47,8.5
965,11.0,0.86,3.34,0.99554,48.0,24.0,0.065,2.4,0.4,0.34,8.3
966,11.9,0.58,3.13,0.9960399999999999,10.0,6.0,0.10300000000000001,2.4,0.41,0.38,9.0
967,9.2,0.48,3.13,0.9973299999999999,113.0,23.0,0.09699999999999999,2.1,0.2,0.66,8.5
968,12.2,0.6,3.2,0.9943,46.0,29.0,0.068,2.4,0.43,0.4,9.0
969,10.2,0.61,3.46,0.99669,22.0,7.0,0.079,2.9,0.09,0.56,6.7
970,10.9,0.87,3.33,0.99724,10.0,6.0,0.066,1.9,0.48,0.26,10.4
971,10.9,0.87,3.33,0.99724,10.0,6.0,0.066,1.9,0.48,0.26,10.4
972,11.6,0.65,3.22,0.9964299999999999,13.0,6.0,0.10400000000000001,2.4,0.5,0.38,10.1
973,10.7,0.63,3.52,0.99605,12.0,6.0,0.079,1.7,0.44,0.34,8.5
974,12.1,0.62,3.3,0.9965799999999999,13.0,7.0,0.073,5.9,0.41,0.33,8.8
975,9.4,0.52,3.44,0.997,72.0,35.0,0.083,2.1,0.3,0.41,7.2
976,9.4,0.52,3.44,0.997,72.0,35.0,0.083,2.1,0.3,0.41,7.2
977,9.1,0.5,3.15,0.9980100000000001,119.0,31.0,0.109,2.6,0.29,0.59,8.4
978,11.3,0.49,3.28,0.99416,29.0,9.0,0.061,3.6,0.32,0.4,7.0
979,10.4,0.63,3.13,0.9969,6.0,3.0,0.075,1.4,0.49,0.45,12.2
980,10.5,0.71,3.32,0.99774,17.0,8.0,0.065,1.9,0.3,0.5,9.1
981,10.0,0.62,3.25,0.9971200000000001,28.0,13.0,0.079,1.9,0.26,0.86,9.5
982,12.9,0.82,3.34,0.99418,70.0,51.0,0.07,2.1,0.32,0.52,7.3
983,10.5,0.71,3.32,0.99774,17.0,8.0,0.065,1.9,0.3,0.5,9.1
984,10.4,0.63,3.13,0.9969,6.0,3.0,0.075,1.4,0.49,0.45,12.2
985,11.3,0.58,3.45,0.9956200000000001,11.0,7.0,0.064,2.0,0.0,0.58,7.4
986,11.4,0.55,3.19,0.9947,7.0,3.0,0.066,1.4,0.39,0.34,9.8
987,9.4,0.5,3.44,0.9969299999999999,70.0,35.0,0.08,1.6,0.3,0.36,7.1
988,9.4,0.49,3.16,0.9959600000000001,27.0,19.0,0.09699999999999999,1.7,0.12,0.39,7.7
989,10.9,0.51,3.14,0.99556,21.0,14.0,0.073,1.5,0.4,0.295,9.7
990,9.4,0.49,3.16,0.9959600000000001,27.0,19.0,0.09699999999999999,1.7,0.12,0.39,7.7
991,9.4,0.48,3.45,0.9969399999999999,68.0,31.0,0.08199999999999999,2.0,0.28,0.34,7.1
992,9.4,0.48,3.36,0.99554,47.0,30.0,0.076,2.0,0.1,0.4,6.5
993,9.4,0.48,3.45,0.9969399999999999,68.0,31.0,0.08199999999999999,2.0,0.28,0.34,7.1
994,9.4,0.43,3.15,0.99918,88.0,20.0,0.092,2.5,0.45,0.35,10.0
995,10.1,0.62,3.39,0.99697,41.0,19.0,0.079,2.0,0.06,0.6,7.7
996,12.8,0.63,3.71,0.9937799999999999,11.0,3.0,0.087,2.2,0.0,0.66,5.6
997,12.8,0.63,3.71,0.9937799999999999,11.0,3.0,0.087,2.2,0.0,0.66,5.6
998,9.1,0.48,3.12,0.99554,10.0,4.0,0.05,1.4,0.34,0.84,8.9
999,12.9,0.53,3.47,0.9916200000000001,12.0,7.0,0.055,1.65,0.0,0.69,6.4
1000,11.5,0.72,3.44,0.99495,12.0,6.0,0.062,2.2,0.3,0.43,7.5
1001,10.6,0.82,3.26,0.9967600000000001,47.0,31.0,0.057999999999999996,1.5,0.38,0.35,9.9
1002,11.7,0.84,3.26,0.99516,27.0,13.0,0.063,2.05,0.33,0.29,9.1
1003,12.8,0.55,3.36,0.9928,8.0,4.0,0.067,1.8,0.32,0.36,6.8
1004,10.3,0.54,3.25,0.99603,45.0,27.0,0.081,1.6,0.29,0.43,8.2
1005,12.8,0.55,3.36,0.9928,8.0,4.0,0.067,1.8,0.32,0.36,6.8
1006,11.7,0.84,3.26,0.99516,27.0,13.0,0.063,2.05,0.33,0.29,9.1
1007,11.7,0.84,3.26,0.99516,25.0,12.0,0.064,2.0,0.34,0.3,9.1
1008,12.0,0.7,3.23,0.99549,24.0,12.0,0.11,3.6,0.4,0.35,8.9
1009,10.9,0.68,3.18,0.9972200000000001,55.0,26.0,0.11599999999999999,2.8,0.36,0.5,9.6
1010,12.3,0.55,3.25,0.99354,12.0,7.0,0.067,1.7,0.45,0.28,8.9
1011,10.4,0.55,3.17,0.9957,19.0,12.0,0.08800000000000001,2.0,0.31,0.32,8.9
1012,10.0,0.48,3.23,0.9960399999999999,32.0,11.0,0.102,2.1,0.15,1.005,7.7
1013,10.0,0.58,3.38,0.99635,31.0,22.0,0.092,1.6,0.0,0.71,7.5
1014,11.2,0.58,3.22,0.99454,7.0,3.0,0.12,2.0,0.16,0.58,8.0
1015,11.4,0.84,3.06,0.99598,27.0,14.0,0.075,2.2,0.46,0.39,10.5
1016,12.6,0.75,3.27,0.9948600000000001,28.0,12.0,0.068,2.2,0.4,0.38,8.9
1017,12.7,0.44,2.89,0.9900700000000001,109.0,36.0,0.049,0.9,0.37,0.18,8.0
1018,12.7,0.44,2.89,0.9900700000000001,109.0,36.0,0.049,0.9,0.37,0.18,8.0
1019,10.4,0.61,3.53,0.99636,23.0,10.0,0.078,1.8,0.14,0.5,7.0
1020,11.9,0.53,3.2,0.9964200000000001,8.0,3.0,0.12300000000000001,2.4,0.66,0.36,11.3
1021,11.9,0.53,3.2,0.9964200000000001,8.0,3.0,0.12300000000000001,2.4,0.66,0.36,11.3
1022,10.5,0.54,3.35,0.99584,9.0,4.0,0.062,2.1,0.09,0.51,7.0
1023,12.3,0.55,3.27,0.9950600000000001,9.0,3.0,0.098,2.3,0.42,0.32,8.2
1024,10.5,0.56,3.32,0.9956799999999999,18.0,12.0,0.08800000000000001,1.8,0.01,0.58,7.7
1025,10.4,0.6,3.33,0.9982200000000001,43.0,17.0,0.095,2.8,0.0,0.83,8.6
1026,12.6,0.56,3.41,0.99364,36.0,14.0,0.066,1.9,0.32,0.31,7.9
1027,11.6,0.52,3.49,0.9937799999999999,52.0,28.0,0.065,2.2,0.0,0.795,6.4
1028,10.1,0.54,3.37,0.9958600000000001,68.0,41.0,0.075,2.5,0.21,0.34,7.2
1029,10.5,0.56,3.32,0.9956799999999999,18.0,12.0,0.08800000000000001,1.8,0.01,0.58,7.7
1030,11.5,0.55,3.42,0.9948799999999999,14.0,9.0,0.091,2.1,0.0,0.59,7.1
1031,11.0,0.58,3.35,0.9951399999999999,15.0,9.0,0.09300000000000001,1.8,0.01,0.55,7.3
1032,9.6,0.53,3.36,0.99854,14.0,5.0,0.095,4.1,0.0,0.82,8.1
1033,10.4,0.59,3.3,0.99592,27.0,14.0,0.08900000000000001,2.6,0.08,0.57,7.5
1034,9.7,0.47,3.2,0.99739,48.0,15.0,0.077,2.5,0.18,0.745,8.9
1035,10.6,0.65,3.17,0.9968299999999999,17.0,5.0,0.085,2.4,0.34,0.37,10.1
1036,12.5,0.59,3.22,0.99356,35.0,26.0,0.08199999999999999,2.5,0.34,0.31,7.6
1037,9.2,0.56,3.35,0.99672,56.0,20.0,0.07400000000000001,1.8,0.1,0.91,7.3
1038,12.6,0.77,3.24,0.9953,42.0,25.0,0.078,6.2,0.41,0.41,8.7
1039,11.1,0.83,3.33,0.99692,39.0,21.0,0.08800000000000001,2.2,0.21,0.5,8.9
1040,10.2,0.67,3.58,0.99756,32.0,16.0,0.08800000000000001,2.2,0.0,0.965,7.4
1041,9.8,0.64,3.38,0.9954700000000001,26.0,13.0,0.079,1.7,0.19,0.49,6.9
1042,11.1,0.83,3.33,0.99692,39.0,21.0,0.08800000000000001,2.2,0.21,0.5,8.9
1043,10.9,0.81,3.29,0.99859,39.0,18.0,0.069,8.9,0.41,0.39,9.5
1044,12.2,0.62,3.36,0.9929399999999999,53.0,12.0,0.046,3.3,0.33,0.39,6.4
1045,11.4,0.58,3.32,0.9943799999999999,38.0,32.0,0.07,1.4,0.0,0.44,6.9
1046,10.7,0.62,3.31,0.9961200000000001,45.0,33.0,0.076,1.7,0.0,0.78,7.6
1047,10.4,0.64,3.49,0.99634,51.0,27.0,0.08199999999999999,1.8,0.17,0.43,7.1
1048,10.9,0.78,3.27,0.99702,14.0,3.0,0.081,1.7,0.36,0.49,9.3
1049,10.8,0.77,3.27,0.9970399999999999,17.0,6.0,0.084,1.8,0.36,0.5,9.3
1050,10.4,0.64,3.49,0.99634,51.0,27.0,0.08199999999999999,1.8,0.17,0.43,7.1
1051,9.2,1.34,3.03,0.99702,45.0,16.0,0.414,1.4,0.59,0.46,8.5
1052,12.9,0.55,3.56,0.9925799999999999,25.0,19.0,0.073,2.4,0.05,0.605,5.6
1053,12.7,0.77,3.38,0.99426,20.0,9.0,0.07,2.3,0.42,0.33,8.3
1054,9.1,0.62,3.13,0.9974700000000001,77.0,5.0,0.095,2.0,0.27,0.64,8.2
1055,9.1,0.62,3.13,0.9974700000000001,77.0,5.0,0.095,2.0,0.27,0.64,8.2
1056,12.1,0.59,3.21,0.9958600000000001,10.0,3.0,0.10099999999999999,4.0,0.53,0.48,8.9
1057,9.1,0.57,3.15,0.99784,90.0,28.0,0.10400000000000001,3.9,0.25,0.42,7.6
1058,11.6,0.76,3.19,0.9971,52.0,30.0,0.09300000000000001,2.4,0.57,0.53,9.9
1059,12.1,0.59,3.21,0.9958600000000001,10.0,3.0,0.10099999999999999,4.0,0.53,0.48,8.9
1060,9.9,0.7,3.14,0.9981,8.0,3.0,0.07400000000000001,1.8,0.57,0.23,11.6
1061,12.5,0.69,3.21,0.9946200000000001,16.0,7.0,0.071,1.8,0.5,0.4,9.1
1062,11.4,0.64,3.3,0.9956,15.0,6.0,0.098,1.9,0.44,0.38,8.0
1063,11.8,0.63,3.22,0.99565,17.0,6.0,0.075,2.4,0.65,0.29,10.2
1064,11.8,0.57,3.28,0.99418,10.0,5.0,0.067,2.0,0.09,0.74,8.2
1065,10.2,0.6,3.29,0.9963,20.0,6.0,0.083,2.4,0.18,0.61,7.7
1066,12.5,0.72,3.4,0.9935799999999999,26.0,13.0,0.07,2.4,0.08,0.52,6.6
1067,10.9,0.83,3.02,0.99572,10.0,3.0,0.06,2.2,0.53,0.31,11.1
1068,10.9,0.83,3.02,0.99572,10.0,3.0,0.06,2.2,0.53,0.31,11.1
1069,10.8,0.62,3.31,0.997,52.0,28.0,0.086,2.8,0.35,0.62,8.0
1070,11.1,0.89,3.18,0.99498,37.0,19.0,0.057,1.5,0.45,0.33,9.3
1071,9.2,0.58,3.2,0.99892,92.0,30.0,0.098,8.1,0.2,0.77,7.5
1072,9.5,0.58,3.4,0.9968,75.0,33.0,0.083,1.8,0.26,0.35,7.2
1073,10.7,0.58,3.31,0.9972,37.0,16.0,0.08800000000000001,2.7,0.33,0.62,8.0
1074,9.2,0.58,3.2,0.99892,92.0,30.0,0.098,8.1,0.2,0.77,7.5
1075,10.2,0.86,3.44,0.99769,67.0,45.0,0.071,2.0,0.34,0.25,9.1
1076,11.4,0.73,3.15,0.99534,8.0,3.0,0.073,2.0,0.56,0.32,9.9
1077,11.0,0.58,3.27,0.9981700000000001,8.0,3.0,0.08,6.4,0.65,0.37,8.6
1078,11.0,0.58,3.27,0.9981700000000001,8.0,3.0,0.08,6.4,0.65,0.37,8.6
1079,12.3,0.51,3.01,0.99316,278.0,37.5,0.05,8.3,0.68,0.3,7.9
1080,11.8,0.51,3.16,0.99471,8.0,3.0,0.047,1.4,0.56,0.27,10.3
1081,12.3,0.51,3.01,0.99316,289.0,37.5,0.05,8.3,0.68,0.3,7.9
1082,9.5,0.59,3.42,0.99685,70.0,31.0,0.073,1.8,0.3,0.38,7.2
1083,12.0,0.77,3.33,0.9961700000000001,59.0,32.0,0.07200000000000001,2.4,0.45,0.42,8.7
1084,9.5,0.59,3.42,0.99685,70.0,31.0,0.073,1.8,0.3,0.38,7.2
1085,9.6,0.49,3.12,0.99529,64.0,40.0,0.07400000000000001,1.8,0.08,0.48,6.8
1086,11.6,0.66,3.38,0.9973799999999999,9.0,3.0,0.055,4.7,0.4,0.34,8.5
1087,11.2,0.69,3.29,0.9940000000000001,30.0,18.0,0.057,1.6,0.42,0.19,7.9
1088,9.9,0.76,3.02,0.99735,41.0,22.0,0.095,1.5,0.54,0.41,11.6
1089,9.9,0.76,3.02,0.99735,41.0,22.0,0.095,1.5,0.54,0.41,11.6
1090,11.8,0.63,2.98,0.99451,74.0,42.0,0.083,1.9,0.54,0.26,10.0
1091,11.4,0.6,3.35,0.99546,19.0,8.0,0.086,2.0,0.42,0.34,7.9
1092,11.5,0.59,3.43,0.99479,16.0,10.0,0.081,2.0,0.09,0.54,7.0
1093,12.0,0.86,3.33,0.99615,31.0,11.0,0.079,2.2,0.36,0.31,9.2
1094,10.8,0.49,3.35,0.99655,17.0,9.0,0.11699999999999999,5.5,0.09,0.725,6.6
1095,10.5,0.5,3.15,0.99772,20.0,6.0,0.087,2.5,0.47,0.4,9.4
1096,10.8,0.49,3.35,0.99655,17.0,9.0,0.11699999999999999,5.5,0.09,0.725,6.6
1097,9.4,0.52,3.2,0.99666,18.0,5.0,0.096,1.5,0.38,0.52,8.6
1098,12.5,0.81,3.15,0.9935799999999999,16.0,5.0,0.21600000000000003,2.1,0.45,0.31,8.0
1099,9.4,0.52,3.2,0.99666,18.0,5.0,0.096,1.5,0.38,0.52,8.6
1100,12.4,0.78,3.11,0.99392,36.0,23.0,0.07200000000000001,2.1,0.42,0.34,8.4
1101,12.0,0.63,3.35,0.9938799999999999,25.0,14.0,0.071,2.1,0.27,0.49,7.4
1102,11.2,0.54,3.45,0.9940200000000001,30.0,18.0,0.078,1.7,0.09,0.48,6.1
1103,12.0,0.63,3.35,0.9938799999999999,25.0,14.0,0.071,2.1,0.27,0.49,7.4
1104,12.4,0.66,3.28,0.9936,25.0,16.0,0.073,2.2,0.34,0.48,8.0
1105,12.8,0.6,3.41,0.99374,49.0,13.0,0.048,2.1,0.28,0.57,6.3
1106,12.3,0.54,3.21,0.9937600000000001,17.0,9.0,0.069,1.9,0.42,0.23,8.2
1107,11.7,0.85,3.27,0.99523,24.0,10.0,0.068,2.0,0.41,0.3,9.1
1108,9.5,0.49,3.36,0.99855,13.0,4.0,0.09,3.3,0.1,0.78,8.1
1109,10.8,0.76,3.17,0.9982,66.0,27.0,0.171,2.1,0.43,0.47,10.8
1110,10.0,0.64,3.25,0.99593,14.0,6.0,0.07,1.4,0.0,0.53,8.3
1111,12.3,0.64,3.78,0.99471,55.0,23.0,0.092,2.0,0.27,0.42,5.4
1112,11.0,0.71,3.29,0.9939600000000001,35.0,6.0,0.055999999999999994,1.5,0.41,0.33,7.9
1113,9.5,0.59,3.12,0.99698,10.0,3.0,0.07400000000000001,1.6,0.39,0.24,8.9
1114,13.6,0.66,3.49,0.9902,80.0,29.0,0.046,4.3,0.5,0.4,5.0
1115,11.3,0.6,3.38,0.99572,21.0,15.0,0.091,2.5,0.07,0.69,7.0
1116,11.3,0.6,3.38,0.99572,21.0,15.0,0.091,2.5,0.07,0.69,7.0
1117,11.3,0.6,3.38,0.99572,21.0,15.0,0.091,2.5,0.07,0.69,7.0
1118,13.3,0.53,3.3,0.9925200000000001,24.0,14.0,0.065,2.1,0.12,0.39,7.1
1119,12.9,0.58,3.52,0.99256,15.0,7.0,0.066,2.5,0.0,0.66,5.6
1120,13.1,0.72,3.2,0.99235,17.0,8.0,0.076,2.5,0.34,0.54,7.9
1121,12.3,0.55,3.44,0.9935200000000001,28.0,21.0,0.062,1.8,0.0,0.5,6.6
1122,12.3,0.48,3.45,0.9922,33.0,27.0,0.055,1.4,0.0,0.47,6.3
1123,11.2,0.65,3.12,0.99674,29.0,17.0,0.081,1.9,0.37,0.4,10.7
1124,11.5,0.62,3.62,0.9955700000000001,13.0,3.0,0.096,2.2,0.0,0.58,6.5
1125,11.3,0.59,3.14,0.9939399999999999,27.0,13.0,0.055,1.7,0.35,0.24,8.8
1126,13.5,0.54,3.39,0.9915,11.0,3.0,0.063,1.7,0.26,0.29,5.8
1127,11.5,0.6,3.51,0.99379,52.0,26.0,0.07200000000000001,2.9,0.0,0.76,6.3
1128,10.0,0.68,3.22,0.9984,89.0,28.0,0.095,2.7,0.33,0.43,10.0
1129,10.5,0.69,3.21,0.99798,70.0,24.0,0.092,3.3,0.35,0.43,10.5
1130,10.4,0.63,3.18,0.9977,10.0,5.0,0.057999999999999996,1.9,0.0,0.6,9.1
1131,9.5,0.44,3.32,0.99341,135.0,57.0,0.045,1.7,0.21,0.19,5.9
1132,13.6,0.88,3.38,0.9933,38.0,18.0,0.075,1.8,0.34,0.36,7.4
1133,11.2,0.68,3.37,0.99684,18.0,10.0,0.08900000000000001,5.5,0.07,0.48,7.2
1134,11.8,0.74,3.3,0.99524,15.0,6.0,0.061,1.7,0.35,0.28,8.5
1135,11.9,0.6,3.38,0.9946,50.0,22.0,0.067,1.7,0.43,0.25,8.0
1136,11.4,0.76,3.22,0.99774,13.0,6.0,0.08,2.0,0.45,0.52,10.4
1137,11.4,0.76,3.22,0.99774,13.0,6.0,0.08,2.0,0.45,0.52,10.4
